NU_MATRICULA,DT_NASCIMENTO,PERIODO_INGRESSO,TIPO_INGRESSO,PERIODO_LETIVO,CAMPUS,CD_INEP,CURSO,CARGA_HORARIA_CURSO,TURNO,MODALIDADE,COTAS,ESCOLA_PUBLICA,BLS_ASSIST,DS_TP_SIT_ACAD,MONIT_PROACAD,SEXO,COR,NACIONALIDADE,CIDADE_NAT,UF_NAT,DEFIC,SURDEZ,AUDITIVA,FISICA,SURDOCEGUEIRA,MULTIPLA,INTELECTUAL,AUTISMO,SINDR_ASPERGER,SINDR_RETT,TRANST_DESINT,ALT_HAB_SUPERD,MOB_ACAD,TIPO_MOB_ACAD,IES_DEST,TIPO_MOB_ACAD_INTERNAC,PAIS_DEST
200755117,05/03/1989,2011.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13586,ENGENHARIA MECÂNICA,3690,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,M,PARDA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200755127,17/06/1993,2011.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13616,ENGENHARIA ELÉTRICA,3660,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,M,NÃO DECLARADO,BRA,JABOATAO DOS GUARARAPES,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200755153,04/05/1989,2011.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13616,ENGENHARIA ELÉTRICA,3660,INTEGRAL,PRESENCIAL,AC,SIM,NÃO,TRANCAMENTO,NÃO,M,PRETA,BRA,SAO BENEDITO DO SUL,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200755162,20/11/1990,2011.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13585,ENGENHARIA ELETRÔNICA,3660,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,M,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200755213,13/12/1991,2011.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,1188497,ENGENHARIA NAVAL,3945,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,M,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200755632,26/11/1993,2011.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13587,ENGENHARIA DE MINAS,3900,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,SIM,F,NÃO DECLARADO,BRA,OLINDA,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200755643,15/08/1993,2011.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13586,ENGENHARIA MECÂNICA,3690,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,M,BRANCA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200762505,09/05/1990,2012.1,TRANSFERENCIA INTERNA,2020.1,REITOR JOAQUIM AMAZONAS,13590,GEOLOGIA,3480,INTEGRAL,PRESENCIAL,AC,NÃO INFORMADO,NÃO,TRANCAMENTO,SIM,M,NÃO DECLARADO,BRA,OLINDA,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200762532,09/04/1991,2012.1,TRANSFERENCIA INTERNA,2020.1,REITOR JOAQUIM AMAZONAS,13574,CIÊNCIAS ECONÔMICAS,3000,MANHA,PRESENCIAL,AC,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,F,BRANCA,BRA,JABOATAO DOS GUARARAPES,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200770701,25/04/1993,2012.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13580,PEDAGOGIA,3210,NOITE,PRESENCIAL,AC,SIM,NÃO,DESVINCULADO,NÃO,F,NÃO DECLARADO,BRA,JABOATAO DOS GUARARAPES,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200770912,18/11/1982,2012.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13576,DIREITO,3300,MANHA,PRESENCIAL,AC,SIM,NÃO,TRANCAMENTO,NÃO,M,BRANCA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200771001,17/08/1995,2012.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13600,FARMACIA,3465,INTEGRAL,PRESENCIAL,AC,SIM,NÃO,DESVINCULADO,NÃO,F,NÃO DECLARADO,BRA,OLINDA,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200771024,20/09/1993,2012.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13615,TERAPIA OCUPACIONAL,3555,INTEGRAL,PRESENCIAL,AC,SIM,NÃO,DESVINCULADO,NÃO,F,BRANCA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200771205,14/11/1993,2012.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,1136142,SISTEMAS DE INFORMAÇÃO,3000,TARDE/NOITE,PRESENCIAL,AC,SIM,NÃO,DESVINCULADO,SIM,M,NÃO DECLARADO,BRA,PAULISTA,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200771254,01/02/1994,2012.1,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13574,CIÊNCIAS ECONÔMICAS,3000,NOITE,PRESENCIAL,AC,SIM,NÃO,DESVINCULADO,NÃO,M,PRETA,BRA,PALMARES,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200771387,19/06/1994,2012.2,VESTIBULAR,2020.1,AGRESTE,101127,DESIGN - CAA,3210,NOITE,PRESENCIAL,AC,SIM,NÃO,DESVINCULADO,NÃO,M,BRANCA,BRA,SAIRE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200771575,15/10/1993,2012.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13595,CIÊNCIA DA COMPUTAÇÃO - CIN,3495,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,SIM,M,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200771844,20/10/1977,2012.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13573,CIÊNCIAS CONTABEIS,3000,NOITE,PRESENCIAL,AC,SIM,NÃO,DESVINCULADO,NÃO,F,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200771857,25/02/1994,2012.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13598,EDUCAÇÃO FÍSICA,3255,INTEGRAL,PRESENCIAL,AC,SIM,NÃO,DESVINCULADO,NÃO,F,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200771879,08/05/1992,2012.1,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13574,CIÊNCIAS ECONÔMICAS,3000,MANHA,PRESENCIAL,AC,SIM,NÃO,TRANCAMENTO,NÃO,F,PARDA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200771888,07/12/1992,2012.1,VESTIBULAR,2020.1,AGRESTE,118098,QUÍMICA - LICENCIATURA - CAA,3210,NOITE,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,F,PARDA,BRA,CARUARU,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200771990,10/10/1992,2012.2,VESTIBULAR,2020.1,AGRESTE,118100,MATEMÁTICA - LICENCIATURA - CAA,3000,NOITE,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,F,NÃO DECLARADO,BRA,BONITO,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200772139,11/12/1991,2012.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,23912,RÁDIO  TV E INTERNET,2865,MANHA,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,M,PRETA,BRA,JABOATAO DOS GUARARAPES,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200772378,12/09/1992,2012.1,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13574,CIÊNCIAS ECONÔMICAS,3000,MANHA,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,M,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200772726,09/03/1993,2012.2,VESTIBULAR,2020.1,VITORIA,101140,CIÊNCIAS BIOLÓGICAS - CAV,3120,NOITE,PRESENCIAL,AC,SIM,SIM,DESVINCULADO,NÃO,F,NÃO DECLARADO,BRA,OROBO,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200772763,12/04/1994,2012.1,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13618,QUÍMICA - LICENCIATURA,2620,NOITE,PRESENCIAL,AC,SIM,NÃO,TRANCAMENTO,NÃO,F,BRANCA,BRA,JABOATAO DOS GUARARAPES,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200773244,19/02/1977,2012.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13573,CIÊNCIAS CONTABEIS,3000,NOITE,PRESENCIAL,AC,SIM,NÃO,TRANCAMENTO,NÃO,F,PARDA,BRA,JABOATAO DOS GUARARAPES,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200773919,13/09/1993,2012.2,VESTIBULAR,2020.1,VITORIA,101140,CIÊNCIAS BIOLÓGICAS - CAV,3120,NOITE,PRESENCIAL,AC,SIM,NÃO,TRANCAMENTO,NÃO,F,BRANCA,BRA,VITORIA DE SANTO ANTAO,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200774040,25/10/1993,2012.2,VESTIBULAR,2020.1,AGRESTE,101127,DESIGN - CAA,3210,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,SIM,M,NÃO DECLARADO,BRA,CARUARU,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200774080,24/05/1994,2012.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,58854,ENGENHARIA DA COMPUTAÇÃO,4065,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,M,BRANCA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200774343,09/11/1992,2012.2,VESTIBULAR,2020.1,AGRESTE,118092,ENGENHARIA DE PRODUÇÃO - CAA,3765,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,M,BRANCA,BRA,VITORIA DE SANTO ANTAO,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200774430,30/07/1983,2012.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13576,DIREITO,3300,NOITE,PRESENCIAL,AC,SIM,NÃO,TRANCAMENTO,NÃO,M,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200774788,25/04/1993,2012.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13610,ARQUITETURA E URBANISMO,3915,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,SIM,F,BRANCA,BRA,PAULISTA,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200775080,02/09/1990,2012.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13608,PSICOLOGIA,4080,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,M,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200775330,29/12/1988,2012.2,VESTIBULAR,2020.1,AGRESTE,101127,DESIGN - CAA,3210,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,M,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200775525,18/08/1989,2012.2,VESTIBULAR,2020.1,VITORIA,5000731,EDUCAÇÃO FÍSICA-BACHARELADO-CAV,3375,MANHA,PRESENCIAL,AC,SIM,NÃO,TRANCAMENTO,NÃO,F,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200775589,12/06/1989,2012.2,VESTIBULAR,2020.1,AGRESTE,101127,DESIGN - CAA,3210,NOITE,PRESENCIAL,AC,SIM,NÃO,DESVINCULADO,NÃO,M,PRETA,BRA,PALMARES,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200775642,26/09/1990,2012.1,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13616,ENGENHARIA ELÉTRICA,3660,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,M,NÃO DECLARADO,BRA,PASSIRA,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200775665,02/09/1992,2012.1,VESTIBULAR,2020.1,AGRESTE,101082,ADMINISTRAÇÃO -CAA,3000,MANHA,PRESENCIAL,AC,SIM,NÃO,DESVINCULADO,NÃO,M,BRANCA,BRA,CAMOCIM DE SAO FELIX,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200775844,17/02/1993,2012.2,VESTIBULAR,2020.1,VITORIA,101140,CIÊNCIAS BIOLÓGICAS - CAV,3120,NOITE,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,F,BRANCA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776179,13/03/1980,2012.1,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,52249,GEOGRAFIA - BACHARELADO,2370,TARDE,PRESENCIAL,AC,SIM,NÃO,DESVINCULADO,NÃO,F,BRANCA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776187,16/04/1992,2012.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,44992,CIÊNCIAS BIOLÓGICAS - BACHARELADO,2835,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,F,NÃO DECLARADO,BRA,JABOATAO DOS GUARARAPES,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776407,21/07/1980,2012.1,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13574,CIÊNCIAS ECONÔMICAS,3000,NOITE,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,M,BRANCA,BRA,JABOATAO DOS GUARARAPES,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776435,16/02/1994,2012.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13599,ENFERMAGEM,4095,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,F,PRETA,BRA,PAULISTA,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776526,26/07/1985,2012.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,44978,LETRAS ESPANHOL - LICENCIATURA,3150,MANHA,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,F,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776568,24/08/1989,2012.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13579,HISTÓRIA - LICENCIATURA,2830,NOITE,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,M,BRANCA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776722,11/06/1992,2012.1,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13574,CIÊNCIAS ECONÔMICAS,3000,NOITE,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,M,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200778172,13/06/1994,2012.2,VESTIBULAR,2020.1,AGRESTE,118092,ENGENHARIA DE PRODUÇÃO - CAA,3765,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,F,NÃO DECLARADO,BRA,CARUARU,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200778293,27/04/1984,2012.1,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,52249,GEOGRAFIA - BACHARELADO,2370,NOITE,PRESENCIAL,AC,SIM,NÃO,DESVINCULADO,NÃO,F,PRETA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200778337,01/03/1994,2012.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,58854,ENGENHARIA DA COMPUTAÇÃO,4065,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,M,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200778374,18/09/1986,2012.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13599,ENFERMAGEM,4095,INTEGRAL,PRESENCIAL,AC,SIM,NÃO,DESVINCULADO,NÃO,F,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200778401,26/04/1994,2012.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13611,ODONTOLOGIA,3870,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,SIM,F,NÃO DECLARADO,BRA,SANTA CRUZ DO CAPIBARIBE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200778601,10/05/1990,2012.2,VESTIBULAR,2020.1,AGRESTE,101082,ADMINISTRAÇÃO -CAA,3000,MANHA,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,M,NÃO DECLARADO,BRA,CARUARU,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200778771,12/01/1988,2012.1,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13574,CIÊNCIAS ECONÔMICAS,3000,NOITE,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,M,PRETA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200779143,24/06/1987,2012.2,VESTIBULAR,2020.1,AGRESTE,101086,CIÊNCIAS ECONÔMICAS - CAA,3000,NOITE,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,M,BRANCA,BRA,CARUARU,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200780007,28/04/1994,2012.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,1192307,EDUCAÇÃO FÍSICA - BACHARELADO,3255,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,M,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200787764,03/05/1994,2012.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13584,ENGENHARIA CIVIL,3900,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,M,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200787780,17/06/1994,2012.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13616,ENGENHARIA ELÉTRICA,3660,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,M,PARDA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200787784,14/11/1992,2012.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13586,ENGENHARIA MECÂNICA,3690,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,M,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200787880,18/02/1993,2012.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,1192306,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3975,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,M,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200787907,23/01/1992,2012.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13586,ENGENHARIA MECÂNICA,3690,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,M,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200787975,28/07/1993,2012.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,13587,ENGENHARIA DE MINAS,3900,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,M,BRANCA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200788366,10/02/1992,2012.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,1188497,ENGENHARIA NAVAL,3945,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,M,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200788401,14/11/1989,2012.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,1188497,ENGENHARIA NAVAL,3945,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,F,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200788653,30/03/1994,2012.2,VESTIBULAR,2020.1,REITOR JOAQUIM AMAZONAS,1192306,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3975,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,M,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
